date,region,product,customer,quantity,unit_price,revenue,cost,profit
2024-09-19,North,Gadget Y,Customer 11,22,97.71,2149.59,1255.9,893.69
2024-09-20,North,Gadget Y,Customer 2,18,93.39,1681.11,1145.85,535.26
2024-09-20,North,Gadget X,Customer 39,14,122.93,1721.01,1202.11,518.9
2024-09-21,East,Gizmo Lite,Customer 36,0,136.23,0.0,1414.56,-1414.56
2024-09-21,North,Widget B,Customer 29,10,41.36,413.55,218.83,194.72
2024-09-22,South,Widget A,Customer 30,19,25.26,479.93,315.74,164.19
2024-09-22,South,Widget B,Customer 39,17,37.69,640.76,362.35,278.41
2024-09-22,South,Gadget X,Customer 18,6,125.26,751.57,410.12,341.45
2024-09-23,North,Gizmo Pro,Customer 30,12,304.97,3659.62,2558.39,1101.23
2024-09-24,West,Gadget Y,Customer 6,22,87.19,1918.25,1248.88,669.37
2024-09-24,Central,Widget A,Customer 20,11,26.28,289.09,193.23,95.86
2024-09-25,North,Gizmo Pro,Customer 37,6,329.2,1975.19,1135.45,839.74
2024-09-25,South,Gizmo Lite,Customer 23,13,138.61,1801.97,1111.65,690.32
2024-09-26,West,Widget A,Customer 10,19,26.76,508.4,270.12,238.28
2024-09-26,West,Gizmo Lite,Customer 1,19,146.08,2775.49,1905.61,869.88
2024-09-27,West,Gizmo Lite,Customer 8,13,160.75,2089.76,1142.1,947.66
2024-09-29,South,Widget B,Customer 8,18,37.51,675.12,436.24,238.88
2024-09-29,East,Widget B,Customer 12,3,37.63,112.89,62.33,50.56
2024-09-29,East,Gadget X,Customer 36,13,131.38,1707.95,1143.32,564.63
2024-09-30,West,Gizmo Pro,Customer 19,15,295.14,4427.05,2878.63,1548.42
2024-09-30,East,Gizmo Pro,Customer 30,7,274.8,1923.63,1144.35,779.28
2024-09-30,East,Widget B,Customer 26,17,42.79,727.42,383.59,343.83
2024-10-01,South,Gadget X,Customer 37,21,121.08,2542.67,1315.47,1227.2
2024-10-01,North,Widget A,Customer 3,1,22.65,22.65,15.05,7.6
2024-10-01,East,Widget A,Customer 11,18,27.12,488.22,329.78,158.44
2024-10-01,East,Gadget Y,Customer 25,15,91.3,1369.51,743.0,626.51
2024-10-02,North,Widget A,Customer 34,22,26.07,573.61,362.54,211.07
2024-10-02,Central,Gizmo Pro,Customer 19,4,283.64,1134.56,644.26,490.3
2024-10-02,West,Gadget Y,Customer 6,9,88.52,796.67,495.56,301.11
2024-10-02,North,Gadget X,Customer 32,7,120.27,841.86,495.94,345.92
2024-10-02,South,Gadget Y,Customer 9,15,86.12,1291.73,732.63,559.1
2024-10-03,North,Gizmo Pro,Customer 9,17,277.0,4709.03,2800.15,1908.88
2024-10-03,Central,Gadget Y,Customer 25,15,97.73,1466.01,977.63,488.38
2024-10-04,South,Widget B,Customer 19,14,40.21,562.98,371.65,191.33
2024-10-05,Central,Gizmo Pro,Customer 29,2,306.2,612.4,364.18,248.22
2024-10-06,East,Gizmo Lite,Customer 25,22,154.99,3409.74,2379.2,1030.54
2024-10-07,West,Gizmo Lite,Customer 22,22,137.51,3025.15,1524.15,1501.0
2024-10-08,East,Gadget Y,Customer 8,5,93.86,469.32,241.17,228.15
2024-10-08,West,Gadget X,Customer 15,3,111.97,335.92,215.43,120.49
2024-10-10,West,Widget A,Customer 35,11,24.75,272.2,149.03,123.17
2024-10-11,South,Gizmo Pro,Customer 32,6,328.62,1971.72,1026.04,945.68
2024-10-12,East,Gizmo Lite,Customer 17,4,163.48,653.91,409.63,244.28
2024-10-13,West,Widget A,Customer 20,1,23.28,23.28,14.19,9.09
2024-10-14,East,Widget A,Customer 8,0,25.84,0.0,145.52,-145.52
2024-10-14,South,Gizmo Lite,Customer 20,8,138.53,1108.21,698.0,410.21
2024-10-14,North,Gadget Y,Customer 9,22,93.06,2047.3,1400.16,647.14
2024-10-15,Central,Gadget Y,Customer 34,2,93.83,187.66,119.05,68.61
2024-10-15,South,Gizmo Pro,Customer 26,2,329.96,659.93,336.33,323.6
2024-10-16,West,Gadget X,Customer 13,17,114.62,1948.51,1053.85,894.66
2024-10-17,North,Gizmo Pro,Customer 3,20,312.94,6258.88,4347.16,1911.72
2024-10-17,Central,Gadget Y,Customer 30,19,100.61,1911.56,1059.32,852.24
2024-10-17,West,Gadget X,Customer 8,20,108.17,2163.41,1436.24,727.17
2024-10-17,East,Widget B,Customer 2,13,41.33,537.35,291.36,245.99
2024-10-19,West,Gizmo Lite,Customer 17,4,147.15,588.61,294.62,293.99
2024-10-19,South,Gizmo Pro,Customer 4,11,277.39,3051.33,2050.14,1001.19
2024-10-19,South,Gizmo Lite,Customer 39,9,155.77,1401.96,978.92,423.04
2024-10-21,North,Widget B,Customer 40,6,37.82,226.91,132.68,94.23
2024-10-21,West,Gadget Y,Customer 2,22,87.89,1933.49,1032.98,900.51
2024-10-21,West,Gizmo Lite,Customer 10,11,140.3,1543.25,839.68,703.57
2024-10-21,North,Gadget X,Customer 37,8,119.49,955.91,642.77,313.14
2024-10-22,Central,Gizmo Lite,Customer 40,14,158.29,2216.11,1398.88,817.23
2024-10-22,East,Widget B,Customer 19,13,38.82,504.72,342.61,162.11
2024-10-22,South,Gizmo Pro,Customer 9,10,318.17,3181.71,1593.8,1587.91
2024-10-22,West,Gizmo Pro,Customer 16,6,328.83,1973.01,1342.97,630.04
2024-10-23,North,Gadget X,Customer 28,7,121.12,847.85,463.26,384.59
2024-10-23,West,Widget B,Customer 13,4,40.72,162.89,94.72,68.17
2024-10-23,Central,Gadget X,Customer 3,10,124.78,1247.84,833.42,414.42
2024-10-24,Central,Widget A,Customer 33,21,27.18,570.8,344.02,226.78
2024-10-26,North,Gizmo Pro,Customer 31,5,328.07,1640.36,1112.11,528.25
2024-10-26,North,Gadget X,Customer 23,24,117.1,2810.38,1613.99,1196.39
2024-10-27,West,Gadget Y,Customer 37,14,99.42,1391.82,953.15,438.67
2024-10-27,North,Gizmo Pro,Customer 35,9,319.14,2872.29,1746.81,1125.48
2024-10-27,South,Gizmo Pro,Customer 28,4,308.17,1232.67,656.95,575.72
2024-10-27,North,Gadget X,Customer 7,3,129.48,388.45,233.98,154.47
2024-10-30,East,Gadget Y,Customer 28,4,92.81,371.22,221.82,149.4
2024-10-30,South,Gizmo Pro,Customer 22,15,311.56,4673.36,3120.04,1553.32
2024-10-31,North,Gadget Y,Customer 27,9,93.22,839.0,562.34,276.66
2024-10-31,Central,Widget B,Customer 37,16,36.14,578.29,403.38,174.91
2024-11-03,North,Gadget X,Customer 19,4,123.43,493.72,316.37,177.35
2024-11-03,North,Gizmo Pro,Customer 34,4,314.06,1256.25,680.59,575.66
2024-11-04,East,Widget B,Customer 35,20,43.58,871.66,480.9,390.76
2024-11-04,East,Gadget Y,Customer 11,14,88.67,1241.4,681.21,560.19
2024-11-04,North,Gizmo Pro,Customer 25,1,314.34,314.34,171.21,143.13
2024-11-05,East,Gizmo Pro,Customer 3,18,320.09,5761.69,3751.88,2009.81
2024-11-06,North,Widget A,Customer 24,3,27.45,82.36,47.98,34.38
2024-11-07,West,Widget A,Customer 22,18,25.14,452.58,229.4,223.18
2024-11-07,West,Gadget X,Customer 17,21,118.81,2495.07,1311.99,1183.08
2024-11-08,West,Gizmo Lite,Customer 40,2,135.35,270.7,158.2,112.5
2024-11-09,Central,Widget A,Customer 1,6,26.68,160.09,107.66,52.43
2024-11-09,East,Widget A,Customer 40,20,22.58,451.58,273.0,178.58
2024-11-10,West,Gizmo Pro,Customer 1,9,274.51,2470.57,1499.96,970.61
2024-11-12,South,Gadget Y,Customer 18,23,88.6,2037.89,1061.46,976.43
2024-11-12,East,Gadget Y,Customer 27,6,91.78,550.68,357.36,193.32
2024-11-12,Central,Widget A,Customer 26,5,24.01,1366.29901281008,77.6,1288.7
2024-11-15,North,Widget A,Customer 38,10,25.57,255.7,159.37,96.33
2024-11-15,West,Gadget X,Customer 36,4,125.19,500.75,310.37,190.38
2024-11-15,West,Gizmo Pro,Customer 13,4,319.43,1277.7,654.98,622.72
2024-11-15,West,Gizmo Pro,Customer 28,14,272.82,3819.45,2036.75,1782.7
2024-11-16,Central,Widget B,Customer 38,23,39.35,905.16,579.5,325.66
2024-11-17,North,Gadget Y,Customer 12,22,85.82,1888.08,1234.86,653.22
2024-11-17,East,Gizmo Lite,Customer 16,9,145.27,1307.39,704.54,602.85
2024-11-18,East,Gizmo Lite,Customer 2,17,161.07,2738.17,1864.39,873.78
2024-11-18,North,Gadget X,Customer 22,23,114.01,2622.25,1620.48,1001.77
2024-11-19,South,Gizmo Lite,Customer 15,13,135.88,1766.38,1074.4,691.98
2024-11-19,West,Widget B,Customer 35,1,36.11,36.11,18.6,17.51
2024-11-20,North,Gadget Y,Customer 35,7,95.48,668.39,398.58,269.81
2024-11-20,East,Gizmo Pro,Customer 23,10,329.4,3293.98,1859.36,1434.62
2024-11-21,North,Widget A,Customer 12,14,23.21,324.97,194.91,130.06
2024-11-21,West,Widget A,Customer 9,6,26.5,158.99,90.1,68.89
2024-11-21,East,Widget A,Customer 28,17,23.91,406.46,218.21,188.25
2024-11-21,North,Gizmo Pro,Customer 8,23,301.23,6928.22,4842.25,2085.97
2024-11-22,West,Widget B,Customer 16,9,38.93,350.34,191.24,159.1
2024-11-23,North,Widget B,Customer 30,8,43.06,344.45,238.3,106.15
2024-11-23,North,Widget A,Customer 19,17,24.0,407.93,239.12,168.81
2024-11-23,South,Gadget Y,Customer 1,18,102.64,1847.56,1247.97,599.59
2024-11-24,Central,Widget B,Customer 21,2,41.04,82.08,45.12,36.96
2024-11-24,East,Gadget X,Customer 5,2,130.45,260.9,169.66,91.24
2024-11-24,South,Gizmo Lite,Customer 6,21,158.44,3327.32,2131.67,1195.65
2024-11-25,North,Gadget Y,Customer 2,13,103.24,1342.09,921.37,420.72
2024-11-26,South,Gadget X,Customer 26,3,131.66,394.98,260.0,134.98
2024-11-26,South,Gadget Y,Customer 25,12,95.45,1145.38,622.69,522.69
2024-11-27,South,Gadget X,Customer 30,22,131.46,2892.12,1913.35,978.77
2024-11-29,South,Gadget X,Customer 31,5,112.2,561.01,355.99,205.02
2024-11-29,Central,Gadget Y,Customer 7,12,90.99,1091.88,628.28,463.6
2024-11-30,West,Gadget X,Customer 18,22,122.24,2689.25,1694.39,994.86
2024-11-30,West,Gadget X,Customer 5,9,110.74,996.66,601.65,395.01
2024-11-30,West,Gadget Y,Customer 26,6,96.49,578.94,321.21,257.73
2024-12-01,North,Widget B,Customer 19,9,42.06,378.5,235.18,143.32
2024-12-01,West,Gadget X,Customer 27,6,127.05,762.33,455.34,306.99
2024-12-02,West,Gadget X,Customer 14,16,129.65,2074.35,1371.85,702.5
2024-12-02,South,Widget B,Customer 39,21,36.93,775.57,407.5,368.07
2024-12-02,Central,Gadget Y,Customer 37,11,103.11,1134.24,714.22,420.02
2024-12-04,East,Gizmo Lite,Customer 26,4,136.5,545.98,371.69,174.29
2024-12-04,East,Gizmo Lite,Customer 14,8,146.9,1175.22,699.02,476.2
2024-12-05,East,Gadget X,Customer 31,7,126.43,885.0,575.57,309.43
2024-12-05,West,Gadget X,Customer 4,11,130.27,1433.0,763.91,669.09
2024-12-06,East,Gadget Y,Customer 1,21,91.01,1911.18,1281.62,629.56
2024-12-06,East,Gizmo Lite,Customer 1,17,157.57,2678.7,1348.8,1329.9
2024-12-07,North,Gadget X,Customer 40,4,124.65,498.59,326.19,172.4
2024-12-08,North,Gadget Y,Customer 8,2,98.19,196.38,121.49,74.89
2024-12-08,Central,Widget B,Customer 7,8,38.24,305.88,200.81,105.07
2024-12-09,South,Widget B,Customer 2,3,40.72,122.17,67.63,54.54
2024-12-09,North,Widget A,Customer 11,20,26.54,530.75,319.37,211.38
2024-12-12,West,Gizmo Pro,Customer 5,13,274.54,3569.02,2042.58,1526.44
2024-12-13,North,Gadget X,Customer 35,18,113.94,2050.98,1168.26,882.72
2024-12-14,West,Gizmo Pro,Customer 23,20,286.71,5734.16,3845.31,1888.85
2024-12-14,Central,Widget B,Customer 29,10,37.43,374.35,259.85,114.5
2024-12-15,Central,Gizmo Pro,Customer 26,7,325.52,2278.62,1534.86,743.76
2024-12-16,South,Widget A,Customer 31,17,25.06,425.95,216.97,208.98
2024-12-16,East,Widget A,Customer 32,15,26.3,394.45,253.45,141.0
2024-12-16,West,Gadget X,Customer 12,7,109.58,767.03,509.54,257.49
2024-12-18,South,Gizmo Lite,Customer 27,15,160.87,2413.12,1319.05,1094.07
2024-12-18,West,Widget A,Customer 23,14,23.14,323.92,170.14,153.78
2024-12-19,East,Widget A,Customer 33,16,25.42,406.68,246.1,160.58
2024-12-20,West,Gadget Y,Customer 38,19,98.0,1862.07,974.61,887.46
2024-12-20,West,Gizmo Lite,Customer 29,22,156.68,3446.99,2200.93,1246.06
2024-12-21,East,Widget A,Customer 14,9,25.21,226.87,142.18,84.69
2024-12-21,North,Widget B,Customer 30,18,39.84,717.11,444.61,272.5
2024-12-22,South,Gadget Y,Customer 24,8,94.93,759.47,398.47,361.0
2024-12-23,East,Widget B,Customer 17,5,39.99,199.94,115.37,84.57
2024-12-23,West,Gizmo Pro,Customer 16,1,323.21,323.21,219.06,104.15
2024-12-23,South,Widget B,Customer 9,13,38.93,506.13,292.64,213.49
2024-12-24,East,Widget A,Customer 12,15,26.04,390.54,255.24,135.3
2024-12-25,South,Gizmo Lite,Customer 3,12,145.06,1740.67,930.83,809.84
2024-12-25,North,Widget A,Customer 5,20,25.53,510.59,299.04,211.55
2024-12-26,East,Gizmo Pro,Customer 2,24,295.99,7103.88,4950.48,2153.4
2024-12-26,East,Gadget X,Customer 40,18,121.45,2186.17,1505.25,680.92
2024-12-27,West,Widget B,Customer 7,10,38.82,388.2,203.89,184.31
2024-12-27,East,Gizmo Pro,Customer 26,4,321.16,1284.62,781.47,503.15
2024-12-27,South,Gadget Y,Customer 34,13,96.24,1251.16,736.25,514.91
2024-12-27,North,Gadget Y,Customer 18,18,87.68,1578.15,910.23,667.92
2024-12-28,West,Gadget Y,Customer 40,22,102.36,2251.85,1338.6,913.25
2024-12-28,Central,Widget B,Customer 32,24,38.46,923.07,632.5,290.57
2024-12-29,South,Gadget X,Customer 19,17,109.28,1857.82,1285.07,572.75
2024-12-29,West,Widget B,Customer 23,21,41.7,875.79,554.62,321.17
2024-12-30,North,Gizmo Lite,Customer 9,3,138.49,415.48,228.87,186.61
2024-12-31,North,Widget A,Customer 20,12,22.98,275.8,147.66,128.14
2024-12-31,East,Gadget X,Customer 3,10,120.4,1204.03,780.25,423.78
